Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
28503846,The Big Book of Science Fiction,Ann VanderMeer,"VanderMeer, Ann","Jeff VanderMeer, Kojo Laing","=""1101910097""","=""9781101910092""",0,4.18,Vintage,Paperback,1216,2016,2016,,2022/03/28,to-read,to-read (#27),to-read,,,,0,0
52459864,"Iron Widow (Iron Widow, #1)",Xiran Jay Zhao,"Zhao, Xiran Jay",,"=""0735269939""","=""9780735269934""",0,4.11,Penguin Teen,Hardcover,391,2021,2021,2022/03/24,2022/03/24,,,read,,,,1,0
6931246,Kraken,China Miéville,"Miéville, China",,"=""034549749X""","=""9780345497499""",0,3.61,Del Rey,Hardcover,509,2010,2010,2022/03/18,2022/03/24,,,read,,,,1,0
31578250,October: The Story of the Russian Revolution,China Miéville,"Miéville, China",,"=""1784782777""","=""9781784782771""",0,3.91,Verso,Hardcover,369,2017,2017,2018/07/31,2022/03/24,,,read,,,,1,0
41017647,The Last Days of New Paris,China Miéville,"Miéville, China",,"=""""","=""""",0,3.54,Del Rey,Kindle Edition,209,2016,2016,2022/03/07,2020/12/31,2021,2021 (#9),read,,,,1,0
11275323,"Raising Steam (Discworld, #40; Moist von Lipwig, #3)",Terry Pratchett,"Pratchett, Terry",,"=""0857522272""","=""9780857522276""",0,4.00,Doubleday,Hardcover,377,2013,2013,2022/02/28,2022/03/24,,,read,,,,1,0
8785374,"Snuff (Discworld, #39; City Watch, #8)",Terry Pratchett,"Pratchett, Terry",,"=""038561926X""","=""9780385619264""",0,4.17,Doubleday UK,Hardcover,378,2011,2011,2022/02/19,2022/03/24,,,read,,,,1,0
13515493,"The World of Poo (Discworld, #39.5)",Terry Pratchett,"Pratchett, Terry","Bernard Pearson, Isobel Pearson","=""0857521217""","=""9780857521217""",0,3.73,Doubleday,Hardcover,128,2012,2012,2022/02/14,2022/03/24,,,read,,,,1,0
992601,The Diddakoi,Rumer Godden,"Godden, Rumer",,"=""0330398687""","=""9780330398688""",0,4.15,Macmillan Children's Books,Paperback,152,2004,1968,2022/02/17,2022/03/24,,,read,,,,1,0
52130311,Made to Order: Robots and Revolution,Jonathan Strahan,"Strahan, Jonathan","Vina Jie-Min Prasad, Peter Watts, Saad Z. Hossain, Daryl Gregory, Tochi Onyebuchi, Ken Liu, Sarah Pinsker, Peter F. Hamilton, John Chu, Alastair Reynolds, Rich  Larson, Annalee Newitz, Ian R. MacLeod, Sofia Samatar, Suzanne Palmer, Brooke Bolander","=""1781087873""","=""9781781087879""",0,3.95,Solaris,Paperback,349,2020,2020,2022/03/24,2022/02/07,,,read,,,,1,0
6250169,"Unseen Academicals (Discworld, #37; Rincewind, #8)",Terry Pratchett,"Pratchett, Terry",,"=""0061161705""","=""9780061161704""",0,4.00,HarperCollins,Hardcover,417,2009,2009,2022/02/08,2022/02/07,,,read,,,,1,0
35519109,"Exit Strategy (The Murderbot Diaries, #4)",Martha Wells,"Wells, Martha",,"=""""","=""""",0,4.39,Tor.com,Kindle Edition,176,2018,2018,2022/02/08,2022/02/07,,,read,,,,1,0
35519101,"Rogue Protocol (The Murderbot Diaries, #3)",Martha Wells,"Wells, Martha",,"=""1250191785""","=""9781250191786""",0,4.27,Tor.com,Hardcover,158,2018,2018,2022/01/13,2022/02/07,,,read,,,,1,0
55836376,Norse Myths (Ancient Myths),Matt Ralphs,"Ralphs, Matt",Katie Ponder,"=""0744033357""","=""9780744033359""",0,4.13,DK Children,Hardcover,144,2021,2021,2022/01/12,2022/02/07,,,read,,,,1,0
37903770,Norse Mythology,Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",0,4.10,W. W. Norton & Company,Paperback,301,2018,2017,2022/01/12,2022/02/07,,,read,,,,1,0
35280044,Anansy Boys (LITT GENERALE) (French Edition),Neil Gaiman,"Gaiman, Neil",Michel Pagel,"=""""","=""""",0,4.04,Au Diable Vauvert,Kindle Edition,418,2017,2005,2022/01/25,2022/02/07,,,read,,,,1,0
17699853,"Chain of Gold (The Last Hours, #1)",Cassandra Clare,"Clare, Cassandra",,"=""1481431870""","=""9781481431873""",4,4.41,Margaret K. McElderry Books,Hardcover,582,2020,2020,2022/02/08,2022/02/07,,,read,,,,1,0
27905658,Iron Man: The Gauntlet,Eoin Colfer,"Colfer, Eoin","Owen Richardson, Marvel Press Artist","=""1484741609""","=""9781484741603""",3,3.68,Marvel Press,Hardcover,273,2016,2016,2022/02/08,2022/02/07,,,read,,,,1,0
56179356,"A Spindle Splintered (Fractured Fables, #1)",Alix E. Harrow,"Harrow, Alix E.",,"=""1250765358""","=""9781250765352""",0,3.64,Tordotcom,Hardcover,119,2021,2021,2021/12/21,2022/01/01,2021_ya,2021_ya (#14),read,,,,1,0
37586799,"Half a King (Shattered Sea, #1)",Joe Abercrombie,"Abercrombie, Joe",,"=""0007550227""","=""9780007550227""",5,3.97,HarperVoyager,Paperback,416,2018,2014,2020/12/31,2020/12/31,"young-adult, 2021_ya","young-adult (#2), 2021_ya (#13)",read,,,,1,0
17571564,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Allie Brosh,"Brosh, Allie",,"=""1451666179""","=""9781451666175""",5,4.16,Touchstone Books,Paperback,371,2013,2013,2021/06/05,2021/06/05,2021_ya,2021_ya (#12),read,,,,1,0
34527,"Feet of Clay (Discworld, #19; City Watch, #3)",Terry Pratchett,"Pratchett, Terry",,"=""0552153257""","=""9780552153256""",5,4.31,Corgi,Paperback,411,2005,1996,2021/02/10,2021/02/01,"discworld, 2021_ya","discworld (#17), 2021_ya (#11)",read,,,,1,0
45047384,The House in the Cerulean Sea,T.J. Klune,"Klune, T.J.",,"=""""","=""""",5,4.43,Tor Books,Kindle Edition,394,2020,2020,2021/10/03,2021/11/02,"young-adult, 2021_ya","young-adult (#59), 2021_ya (#10)",read,,,,1,0
7095831,"Ship Breaker (Ship Breaker, #1)",Paolo Bacigalupi,"Bacigalupi, Paolo",,"=""0316056219""","=""9780316056212""",0,3.75,"Little, Brown Books for Young Readers",Hardcover,326,2010,2010,2020/12/31,2020/12/31,"young-adult, 2021_ya","young-adult (#1), 2021_ya (#9)",read,,,,1,0
54369251,A Wizard’s Guide to Defensive Baking,T. Kingfisher,"Kingfisher, T.",,"=""1614505241""","=""9781614505242""",5,4.16,Argyll Productions,Paperback,308,2020,2020,2021/07/25,2021/07/28,"young-adult, english-language-learning-track-1-5, 2021_ya","young-adult (#56), english-language-learning-track-1-5 (#2), 2021_ya (#8)",read,,,,1,0
30223025,"Dread Nation (Dread Nation, #1)",Justina Ireland,"Ireland, Justina",,"=""0062570609""","=""9780062570604""",5,4.14,Balzer + Bray,Hardcover,455,2018,2018,2021/05/03,2020/12/31,"young-adult, 2021_ya","young-adult (#51), 2021_ya (#7)",read,,,,2,0
34966859,"Dragon Pearl (Thousand Worlds, #1)",Yoon Ha Lee,"Lee, Yoon Ha",,"=""136801335X""","=""9781368013352""",5,3.83,Rick Riordan Presents,Hardcover,312,2019,2019,2021/01/26,2020/12/31,"young-adult, 2021_ya","young-adult (#53), 2021_ya (#6)",read,,,,1,0
23592175,The Lie Tree,Frances Hardinge,"Hardinge, Frances",,"=""144726410X""","=""9781447264101""",5,3.85,Macmillan Children's Books ,Paperback,410,2015,2015,2021/09/18,2021/09/05,"english-language-learning-track-1-5, 2021_ya","english-language-learning-track-1-5 (#1), 2021_ya (#5)",read,,,,1,0
42201922,Midsummer's Mayhem,Rajani LaRocca,"LaRocca, Rajani",,"=""1499808887""","=""9781499808889""",5,4.12,Yellow Jacket,Hardcover,352,2019,2019,2021/08/14,2021/09/05,"young-adult, english-language-learning-track, 2021_ya","young-adult (#57), english-language-learning-track (#9), 2021_ya (#4)",read,,,,1,0
68496,Un Lun Dun,China Miéville,"Miéville, China",,"=""0345495160""","=""9780345495167""",0,3.83,Del Rey,Hardcover,432,2007,2007,2021/04/08,2020/12/31,"young-adult, english-language-learning-track, 2021_ya","young-adult (#36), english-language-learning-track (#12), 2021_ya (#3)",read,,,,1,0
34494,"The Wee Free Men (Discworld, #30; Tiffany Aching, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0060012382""","=""9780060012380""",5,4.28,HarperTrophy,Mass Market Paperback,375,2004,2003,2020/12/07,2020/12/02,"young-adult, discworld, english-language-learning-track, 2021_ya","young-adult (#5), discworld (#13), english-language-learning-track (#10), 2021_ya (#2)",read,,,,1,0
16248246,Unnatural Creatures,Neil Gaiman,"Gaiman, Neil",Maria Dahvana Headley,"=""0062236296""","=""9780062236296""",5,3.88,HarperCollins,Hardcover,462,2013,2013,2021/06/20,2021/01/17,"young-adult, english-language-learning-track, 2021_ya","young-adult (#55), english-language-learning-track (#7), 2021_ya (#1)",read,,,,1,0
42074525,"The City We Became (Great Cities, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",0,3.89,Orbit,Hardcover,437,2020,2020,2020/07/31,2020/12/02,2021_,2021_ (#10),read,,,,1,0
386162,"The Hitchhiker's Guide to the Galaxy (The Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",4,4.23,Del Rey,Paperback,193,2007,1979,2021/11/01,2019/11/21,"in-far-long-future, 2021_","in-far-long-future (#1), 2021_ (#9)",read,,,,1,0
55577090,The Best Science Fiction of the Year Volume Five,Neil Clarke,"Clarke, Neil",,"=""""","=""""",0,3.70,Night Shade Books,Kindle Edition,794,2020,2020,2021/12/10,2020/12/02,2021_,2021_ (#8),read,,,,1,0
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""163557563X""","=""9781635575637""",0,4.24,Bloomsbury,Hardcover,245,2020,2020,2021/12/14,2020/12/31,"2021, 2021_","2021 (#4), 2021_ (#7)",read,,,,1,0
49676965,Summer Frost,Blake Crouch,"Crouch, Blake",,"=""""","=""""",0,4.10,Amazon Original Stories,Kindle Edition,75,2019,2019,,2021/07/28,"sci-fi, 2021, 2021_","sci-fi (#2), 2021 (#13), 2021_ (#6)",read,,,,1,0
19161852,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",0,4.31,Orbit,Paperback,468,2015,2015,2020/11/30,2020/12/02,"2021, sci-fi, 2021_","2021 (#18), sci-fi (#7), 2021_ (#5)",read,,,,1,0
53152636,Mexican Gothic,Silvia Moreno-Garcia,"Moreno-Garcia, Silvia",,"=""""","=""""",4,3.68,Del Rey,Hardcover,320,2020,2020,2021/10/14,2021/11/02,2021_,2021_ (#4),read,,,,1,0
64222,"Going Postal (Discworld, #33; Moist von Lipwig, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0060502932""","=""9780060502935""",5,4.40,HarperTorch,Mass Market Paperback,394,2005,2004,2021/09/04,2021/09/05,"discworld, 2021_","discworld (#33), 2021_ (#3)",read,,,,1,0
11830394,2312,Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0316098124""","=""9780316098120""",0,3.50,Orbit,Hardcover,561,2012,2012,2021/12/31,2020/12/31,"2021, 2021_","2021 (#7), 2021_ (#2)",read,,,,2,0
32758901,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,"Wells, Martha",,"=""""","=""""",5,4.16,Tor.com,ebook,144,2017,2017,2021/12/14,2022/01/01,2021_,2021_ (#1),read,,,,1,0
30165203,"American Gods (American Gods, #1)",Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",0,4.11,William Morrow,Kindle Edition,635,2011,2001,2018/11/03,2022/01/03,,,read,,,,1,0
8879121,"Zita the Spacegirl (Zita the Spacegirl, #1)",Ben Hatke,"Hatke, Ben",,"=""1596434465""","=""9781596434462""",5,4.10,First Second,Paperback,186,2011,2011,2021/12/30,2022/01/01,,,read,,,,1,0
49789629,"The Year of the Witching (Bethel, #1)",Alexis Henderson,"Henderson, Alexis",,"=""0593099605""","=""9780593099605""",0,3.82,Ace ,Hardcover,368,2020,2020,2021/03/21,2022/01/01,,,read,,,,1,0
23613,"Sir Gawain and the Green Knight, Pearl, and Sir Orfeo",Unknown,"Unknown, Unknown","J.R.R. Tolkien, Christopher Tolkien","=""""","=""""",0,3.98,HarperCollins Publishers,Paperback,158,1995,1975,2021/08/01,2021/09/05,,,read,,,,1,0
53418394,"For the Wolf (Wilderwood, #1)",Hannah F. Whitten,"Whitten, Hannah F.",,"=""0316592781""","=""9780316592789""",0,3.64,Orbit Books,Paperback,437,2021,2021,2021/11/14,2022/01/01,,,read,,,,1,0
13536811,A Blink of the Screen: Collected Shorter Fiction,Terry Pratchett,"Pratchett, Terry",A.S. Byatt,"=""0385618980""","=""9780385618984""",0,4.04,Doubleday UK,Hardcover,320,2012,2012,2021/12/31,2020/12/02,,,read,,,,1,0
50358085,The Neil Gaiman Reader: Selected Fiction,Neil Gaiman,"Gaiman, Neil",Marlon James,"=""006303185X""","=""9780063031852""",0,4.48,William Morrow,Hardcover,752,2020,2020,2021/12/31,2020/12/02,,,read,,,,1,0
49617672,Loki: The God Who Fell to Earth,Daniel Kibblesmith,"Kibblesmith, Daniel","Oscar Bazaldua, Andy MacDonald, Victor Olazaba, David Curiel, Carlos López, Clayton Cowles","=""1302920316""","=""9781302920319""",0,3.99,Marvel,Paperback,128,2020,2020,2021/12/16,2022/01/01,,,read,,,,1,0
34503,"The Last Hero (Discworld, #27; Rincewind, #7)",Terry Pratchett,"Pratchett, Terry",Paul Kidby,"=""0060507772""","=""9780060507770""",0,4.17,Harper Paperbacks,Paperback,176,2002,2001,2021/06/10,2022/01/01,discworld,discworld (#36),read,,,,1,0
116296,"Making Money (Discworld, #36; Moist Von Lipwig, #2)",Terry Pratchett,"Pratchett, Terry",,"=""0061161640""","=""9780061161643""",0,4.25,Harper,Hardcover,394,2007,2007,2021/12/17,2022/01/01,discworld,discworld (#35),read,,,,1,0
59959,The Complete Frank Miller Spider-Man,Frank Miller,"Miller, Frank",,"=""0785108998""","=""9780785108993""",0,3.78,Marvel Comics,Hardcover,208,2002,1994,,2022/01/01,,,read,,,,1,0
36223860,"Artificial Condition (The Murderbot Diaries, #2)",Martha Wells,"Wells, Martha",,"=""""","=""""",5,4.28,Tor.com,Hardcover,158,2018,2018,2021/12/30,2022/01/01,,,read,,,,1,0
62530,"Thud! (Discworld, #34; City Watch, #7)",Terry Pratchett,"Pratchett, Terry",,"=""""","=""""",4,4.34,Corgi,Paperback,439,2006,2005,2021/10/22,2021/11/02,,,read,,,,2,0
14497,"Neverwhere (London Below, #1)",Neil Gaiman,"Gaiman, Neil",,"=""0060557818""","=""9780060557812""",5,4.17,William Morrow Paperbacks,Paperback,370,2003,1996,2021/09/25,2021/01/17,young-adult,young-adult (#58),read,,,,1,0
15783514,The Ocean at the End of the Lane,Neil Gaiman,"Gaiman, Neil",,"=""0062255657""","=""9780062255655""",5,4.02,William Morrow Books,Hardcover,181,2013,2013,2020/10/03,2020/12/02,"young-adult, english-language-learning-track-1-5","young-adult (#17), english-language-learning-track-1-5 (#3)",read,,,,1,0
2213661,The Graveyard Book,Neil Gaiman,"Gaiman, Neil",Dave McKean,"=""0060530928""","=""9780060530921""",5,4.15,HarperCollins,Hardcover,312,2008,2008,,2020/05/10,"young-adult, english-language-learning-track","young-adult (#24), english-language-learning-track (#11)",read,And this book I read and listen how Neil Gaiman read them aloud.   ,,,1,0
34511,"Monstrous Regiment (Discworld, #31; Industrial Revolution, #3)",Terry Pratchett,"Pratchett, Terry",,"=""""","=""""",5,4.22,,Paperback,496,2003,2003,2021/08/21,2021/09/05,discworld,discworld (#34),read,,,,1,0
50523477,"The Jasmine Throne (The Burning Kingdoms, #1)",Tasha Suri,"Suri, Tasha",,"=""0356515648""","=""9780356515649""",0,4.17,Orbit,Paperback,533,2021,2021,2021/08/21,2021/09/05,,,read,,,,1,0
2141233,The Illustrated A Brief History of Time/The Universe in a Nutshell,Stephen Hawking,"Hawking, Stephen",,"=""""","=""""",0,4.31,Bantam Dell Publ. Group,Paperback,464,2007,1988,2021/08/07,2021/09/05,,,read,,,,1,0
884288,"Interesting Times (Discworld, #17; Rincewind, #5)",Terry Pratchett,"Pratchett, Terry",,"=""0061056901""","=""9780061056901""",0,4.15,HarperTorch,Mass Market Paperback,368,1998,1994,2021/03/21,2021/03/13,discworld,discworld (#32),read,,,,1,0
78876,"Maskerade (Discworld, #18; Witches, #5)",Terry Pratchett,"Pratchett, Terry",,"=""0575058080""","=""9780575058088""",0,4.11,VictorGollancz,Hardcover,285,1995,1995,2021/03/28,2021/04/04,discworld,discworld (#31),read,,,,1,0
47994,"The Last Continent (Discworld, #22; Rincewind, #6)",Terry Pratchett,"Pratchett, Terry",,"=""0552154180""","=""9780552154185""",0,3.99,Corgi,Paperback,416,2006,1998,2021/05/05,2021/05/08,discworld,discworld (#30),read,,,,1,0
34541,"Carpe Jugulum (Discworld, #23; Witches, #6)",Terry Pratchett,"Pratchett, Terry",,"=""0061051586""","=""9780061051586""",0,4.16,Harper Voyager,Hardcover,296,1999,1998,2021/05/13,2021/05/16,discworld,discworld (#29),read,,,,2,0
288680,"The Truth (Discworld, #25)",Terry Pratchett,"Pratchett, Terry",,"=""0552147680""","=""9780552147682""",0,4.40,Corgi,Mass Market Paperback,444,2001,2000,2021/05/17,2021/05/16,discworld,discworld (#28),read,,,,1,0
48002,"Thief of Time (Discworld, #26; Death, #5)",Terry Pratchett,"Pratchett, Terry",,"=""0061031321""","=""9780061031328""",5,4.27,HarperTorch,Paperback,378,2008,2001,2021/05/24,2021/06/05,discworld,discworld (#27),read,,,,1,0
47989,"Night Watch (Discworld, #29; City Watch, #6)",Terry Pratchett,"Pratchett, Terry",,"=""055215430X""","=""9780552154307""",5,4.49,Corgi,Paperback,480,2011,2002,2021/06/10,2021/07/28,discworld,discworld (#26),read,,,,1,0
29394403,The Witch's Vacuum Cleaner,Terry Pratchett,"Pratchett, Terry",,"=""0857534831""","=""9780857534835""",0,3.71,Doubleday,Hardcover,336,2016,2016,2021/06/30,2021/07/28,english-language-learning-track,english-language-learning-track (#8),read,,,,1,0
26228034,"The Obelisk Gate (The Broken Earth, #2)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",0,4.31,Orbit,Paperback,410,2016,2016,2021/07/21,2020/12/02,"2021, sci-fi","2021 (#1), sci-fi (#8)",read,,,,1,0
49661162,Randomize,Andy Weir,"Weir, Andy",,"=""""","=""""",0,3.52,Amazon Original Stories,Kindle Edition,28,2019,2019,,2021/07/28,"sci-fi, 2021","sci-fi (#6), 2021 (#17)",read,,,,1,0
49674113,The Last Conversation,Paul Tremblay,"Tremblay, Paul",,"=""""","=""""",0,3.75,Amazon Original Stories,Kindle Edition,56,2019,2019,,2021/07/28,"sci-fi, 2021","sci-fi (#5), 2021 (#16)",read,,,,1,0
49665863,You Have Arrived at Your Destination,Amor Towles,"Towles, Amor",,"=""""","=""""",0,3.48,Amazon Original Stories,Kindle Edition,54,2019,2019,,2021/07/28,"sci-fi, 2021","sci-fi (#4), 2021 (#15)",read,,,,1,0
49680556,Ark,Veronica Roth,"Roth, Veronica",,"=""""","=""""",0,3.58,Amazon Original Stories,Kindle Edition,45,2019,2019,,2021/07/28,"sci-fi, 2021","sci-fi (#1), 2021 (#12)",read,,,,1,0
22055283,"Half the World (Shattered Sea, #2)",Joe Abercrombie,"Abercrombie, Joe",,"=""0804178429""","=""9780804178426""",0,4.19,Del Rey,Hardcover,366,2015,2015,2021/06/11,2020/12/31,young-adult,young-adult (#30),read,,,,1,0
35606041,"A Little Hatred (The Age of Madness, #1)",Joe Abercrombie,"Abercrombie, Joe",,"=""031618716X""","=""9780316187169""",0,4.45,Orbit,Hardcover,480,2019,2019,2021/06/01,2020/12/31,2021,2021 (#3),read,,,,1,0
22886868,"The Shepherd's Crown (Discworld, #41; Tiffany Aching, #5)",Terry Pratchett,"Pratchett, Terry",Rob  Wilkins,"=""0062429973""","=""9780062429971""",0,4.38,Harper,Hardcover,276,2015,2015,2021/05/09,2020/12/31,young-adult,young-adult (#34),read,,,,2,0
34532,"Hogfather (Discworld, #20; Death, #4)",Terry Pratchett,"Pratchett, Terry",,"=""0552154288""","=""9780552154284""",5,4.25,Corgi,Paperback,432,2006,1996,2021/04/25,2020/12/31,discworld,discworld (#24),read,,,,1,0
54404792,The Ladies of the Secret Circus,Constance Sayers,"Sayers, Constance",,"=""0316493678""","=""9780316493673""",5,3.83,Redhook,Hardcover,448,2021,2021,2021/04/23,2021/04/23,,,read,"Most of all liked storytelling. Sometimes taking a book go through the simple travel plot and it's good. <br/>Although I like more than mystery novel ending the strong deduction case, time to time novel with closing in a fantasy world good too. <br/>For me, historical fiction around French 192x gives effect literature language. <br/>Be glad to see the link on Doctor Zhivago. I tried to read, but it's turn out not very interesting. So I was glad to read a good story, raising readability Pasternak. ",,,1,0
34484,"Small Gods (Discworld, #13)",Terry Pratchett,"Pratchett, Terry",,"=""0552152978""","=""9780552152976""",0,4.31,Corgi,Paperback,400,2005,1992,2021/03/07,2021/02/10,discworld,discworld (#21),read,,,,1,0
34529,"Lords and Ladies (Discworld, #14; Witches, #4)",Terry Pratchett,"Pratchett, Terry",,"=""055215315X""","=""9780552153157""",0,4.19,Corgi,Paperback,400,2005,1992,2021/03/13,2021/02/10,discworld,discworld (#22),read,,,,1,0
7576115,"I Shall Wear Midnight (Discworld, #38; Tiffany Aching, #4)",Terry Pratchett,"Pratchett, Terry",,"=""0385611072""","=""9780385611077""",5,4.35,Doubleday UK,Hardcover,349,2010,2010,2021/02/21,2020/12/31,"young-adult, discworld","young-adult (#33), discworld (#25)",read,,,,1,0
2442,"Witches Abroad (Discworld, #12; Witches, #3)",Terry Pratchett,"Pratchett, Terry",,"=""0061020613""","=""9780061020612""",5,4.24,Harper,Mass Market Paperback,374,2002,1991,2021/02/28,2021/02/10,discworld,discworld (#23),read,,,,1,0
63720,"The Fifth Elephant (Discworld, #24; City Watch, #5)",Terry Pratchett,"Pratchett, Terry",,"=""0552154229""","=""9780552154222""",0,4.29,Corgi,Paperback,464,2008,1999,2021/02/16,2021/02/01,discworld,discworld (#19),read,,,,1,0
6667,"Boy: Tales of Childhood (Roald Dahl's Autobiography, #1)",Roald Dahl,"Dahl, Roald",Quentin Blake,"=""0141311401""","=""9780141311401""",5,4.07,Puffin Books,Paperback,176,2001,1984,,2020/05/10,,,read,,,,1,0
34502,"Soul Music (Discworld, #16; Death, #3)",Terry Pratchett,"Pratchett, Terry",,"=""057506689X""","=""9780575066892""",0,4.05,Gollancz,Hardcover,424,1999,1994,2020/12/16,2020/12/31,"young-adult, discworld","young-adult (#3), discworld (#20)",read,,,,1,0
35430013,A Thousand Beginnings and Endings,Ellen Oh,"Oh, Ellen","Elsie Chapman, Melissa de la Cruz, Julie Kagawa, Renée Ahdieh, Roshani Chokshi, Aliette de Bodard, Cindy Pon, Alyssa Wong, Sona Charaipotra, Aisha Saeed, Lori M. Lee, Shveta Thakrar, Preeti Chhibber, E.C. Myers, Rahul Kanakia","=""0062671170""","=""9780062671172""",5,3.77,Greenwillow Books,ebook,336,2018,2018,2021/01/17,2020/12/31,young-adult,young-adult (#54),read,,,,1,0
47990,"Jingo (Discworld, #21; City Watch, #4)",Terry Pratchett,"Pratchett, Terry",,"=""0552154164""","=""9780552154161""",0,4.18,Corgi Books,Paperback,461,2006,1997,2021/02/10,2021/02/01,discworld,discworld (#18),read,,,,1,0
31147267,The Changeling,Victor LaValle,"LaValle, Victor",,"=""0812995945""","=""9780812995947""",4,3.78,Spiegel & Grau,Hardcover,431,2017,2017,2020/12/20,2020/12/02,,,read,,,,1,0
400354,"Men at Arms (Discworld, #15; City Watch, #2)",Terry Pratchett,"Pratchett, Terry",,"=""0061092193""","=""9780061092190""",4,4.40,HarperPrism,Mass Market Paperback,377,2003,1993,2021/01/31,2021/02/01,discworld,discworld (#16),read,,,,1,0
34517,"Reaper Man (Discworld, #11; Death, #2)",Terry Pratchett,"Pratchett, Terry",,"=""0552152951""","=""9780552152952""",4,4.28,Corgi,Kindle Edition,289,2005,1991,2021/01/22,2020/12/31,discworld,discworld (#11),read,,,,1,0
34492,"Wintersmith (Discworld, #35; Tiffany Aching, #3)",Terry Pratchett,"Pratchett, Terry",,"=""0060890312""","=""9780060890315""",0,4.24,HarperTempest,Hardcover,325,2006,2006,2021/01/17,2020/12/31,"young-adult, discworld","young-adult (#32), discworld (#15)",read,,,,1,0
34501,"A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)",Terry Pratchett,"Pratchett, Terry",,"=""055255264X""","=""9780552552646""",0,4.31,Corgi,Mass Market Paperback,352,2005,2004,2020/10/05,2020/12/02,"young-adult, discworld","young-adult (#10), discworld (#14)",read,,,,1,0
34534,"The Amazing Maurice and His Educated Rodents (Discworld, #28)",Terry Pratchett,"Pratchett, Terry",,"=""006001234X""","=""9780060012342""",0,4.06,HarperCollins,Library Binding,256,2001,2001,2020/05/01,2020/12/02,"young-adult, discworld","young-adult (#15), discworld (#12)",read,,,,1,0
64218,"Eric (Discworld, #9; Rincewind, #4)",Terry Pratchett,"Pratchett, Terry",,"=""0380821214""","=""9780380821211""",0,3.78,Harper,Mass Market Paperback,197,2008,1990,2021/01/12,2021/01/17,discworld,discworld (#10),read,,,,1,0
64216,"Guards! Guards! (Discworld, #8; City Watch, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0061020648""","=""9780061020643""",0,4.33,HarperTorch,Mass Market Paperback,376,2001,1989,2020/12/11,2020/12/02,"young-adult, discworld","young-adult (#4), discworld (#9)",read,,,,1,0
64217,"Pyramids (Discworld, #7)",Terry Pratchett,"Pratchett, Terry",,"=""0061020656""","=""9780061020650""",0,3.92,Harper,Paperback,341,2008,1989,,2021/01/19,discworld,discworld (#8),read,,,,0,0
34504,"Wyrd Sisters (Discworld, #6; Witches, #2)",Terry Pratchett,"Pratchett, Terry",,"=""0061020664""","=""9780061020667""",5,4.15,HarTorch,Mass Market Paperback,265,2001,1988,2020/07/29,2020/07/29,"english-language-learning-track, young-adult, discworld","english-language-learning-track (#5), young-adult (#12), discworld (#7)",read,The first book in the series with cartoon by them. <br/><br/>Wyrd Sisters - A Discworld animated movie (FULL)<br/>https://www.youtube.com/watch?v=HGKP2vVwcDg&list=PLu-bw69l7nruuLTT6vPlsU9u2FhlT_Omm,,,2,0
34499,"Sourcery (Discworld, #5; Rincewind, #3)",Terry Pratchett,"Pratchett, Terry",,"=""0061020672""","=""9780061020674""",5,3.90,Harper,Mass Market Paperback,276,2008,1988,,2020/07/09,discworld,discworld (#6),read,,,,1,0
386372,"Mort (Discworld, #4; Death, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0061020680""","=""9780061020681""",5,4.24,Harpertorch,Mass Market Paperback,243,2001,1987,2020/05/12,2020/05/12,"young-adult, discworld","young-adult (#14), discworld (#5)",read,I a little bit expect what to the fourth part reading becomes so soft like Coraline.<br/>But these are slightly more rough fiction constructions (as they should be here).<br/>It was reading with big pleasure),,,2,0
